"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","a pic of me giving the camera guy an aggressive side eye made it in the indy star this weekend (peep me in the gree… https://t.co/hkuMu6MMj5",FALSE,0,NA,2019-06-24 03:23:55,TRUE,NA,"1142996747595202561",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pmwood17",0,FALSE,FALSE,NA,NA
"2","RT @muthamizhcdm: Yoga sessions conducted from Isha on the occasion of International yoga day, #WorldBreathesYoga https://t.co/cP2B1DSKOW",FALSE,0,NA,2019-06-24 03:22:19,FALSE,NA,"1142996345491320832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shambhaviJAI",256,TRUE,FALSE,NA,NA
"3","RT @pranayarolkar: #IDY2019 International Day of Yoga, session at Chandraramji high school at CP tank , Mumbai students learning Upa Yoga p…",FALSE,0,NA,2019-06-24 03:22:16,FALSE,NA,"1142996333000708096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shambhaviJAI",104,TRUE,FALSE,NA,NA
"4","RT @PMBhutan: Prime Minister Dr Lotay Tshering leads the International Day of Yoga 2019 celebrations in Thimphu organised by @Indiainbhutan…",FALSE,0,NA,2019-06-24 03:21:38,FALSE,NA,"1142996175286444033",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Divyeshkumar_M",154,TRUE,FALSE,NA,NA
"5","5th International Yoga Day 2019 at Pune

Read full @ https://t.co/Kk9ZZgJmMj https://t.co/iSCn958fyS",FALSE,0,NA,2019-06-24 03:18:22,FALSE,NA,"1142995350434619392",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","epaomanipur",0,FALSE,FALSE,NA,NA
"6","RT @Santosh93053499: Children are future of the country.
With the inspiration from Sant Shri Asaram Bapu Ji, many Gurukuls were opened for…",FALSE,0,NA,2019-06-24 03:16:41,FALSE,NA,"1142994928558960640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","itsNandeeni",28,TRUE,FALSE,NA,NA
"7","International Yoga Day 2019 https://t.co/bA1617aCZN",FALSE,0,NA,2019-06-24 03:15:37,FALSE,NA,"1142994658684882944",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kvvvnagar",0,FALSE,FALSE,NA,NA
"8","RT @amb_tashkent: Spreading the message of unison of Mind, body, souls and Universe in Uzbekistan- Embassy and LBS Cultural Centre celebrat…",FALSE,0,NA,2019-06-24 03:15:25,FALSE,NA,"1142994608411930624",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Chitraaol1998",630,TRUE,FALSE,NA,NA
"9","RT @InnrEngineering: Myths About Yoga #2
You can learn yoga from a book...

#Sadhguru shares insight about learning yoga from a book.

Inte…",FALSE,0,NA,2019-06-24 03:15:19,FALSE,NA,"1142994586165370882",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shambhaviJAI",50,TRUE,FALSE,NA,NA
"10","RT @IndiainMyanmar: <U+0001F1EE><U+0001F1F3> India Myanmar <U+0001F1F2><U+0001F1F2> 
21 June || #YogaDay2019 
Message on International Day of Yoga: Peace Peace Peace https://t.co/uN0Y…",FALSE,0,NA,2019-06-24 03:14:40,FALSE,NA,"1142994420486160384",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Chitraaol1998",895,TRUE,FALSE,NA,NA
"11","#GIVEAWAY! #WIN a $20 #Etsy Shop Credit from the #Drawing Board Shop! Hand-painted &amp;amp; beautifully crafted #cards… https://t.co/GpiwHVIokb",FALSE,0,NA,2019-06-24 03:14:14,TRUE,NA,"1142994310222233601",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Love_MrsMommy",0,FALSE,FALSE,NA,NA
"12","RT @tsheringtobgay: With Tashi, celebrating International Day of Yoga with some simple asanas. Many thanks to @nwccbhutan and Yoga Guru KVS…",FALSE,0,NA,2019-06-24 03:14:05,FALSE,NA,"1142994274201423872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Yogeshamin8",1665,TRUE,FALSE,NA,NA
"13","@ArtOfLivingNTC Taking workshop at Oriental Bank of commerce, Divisional office, Jodhpur on International Yoga Day.… https://t.co/yGjG7LVXrO",FALSE,0,"ArtOfLivingNTC",2019-06-24 03:13:39,TRUE,"1142709581451165696","1142994165464100864","3181325460","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChandakRakesh",0,FALSE,FALSE,NA,NA
"14","RT @kecgzbofficial: On the occasion of International #5th Yoga day (21st June 2019) Krishna Engineering College brings a meditation and yog…",FALSE,0,NA,2019-06-24 03:13:09,FALSE,NA,"1142994040549343232",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Sandeep60799988",22,TRUE,FALSE,NA,NA
"15","RT @IndiainIreland: Enthusiastic celebration of International Day of Yoga 2019 in Letterkenny, organised by Healing Flow Yoga, supported by…",FALSE,0,NA,2019-06-24 03:12:53,FALSE,NA,"1142993970936438785",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Chitraaol1998",629,TRUE,FALSE,NA,NA
"16","RT @Santosh93053499: Children are future of the country.
With the inspiration from Sant Shri Asaram Bapu Ji, many Gurukuls were opened for…",FALSE,0,NA,2019-06-24 03:12:51,FALSE,NA,"1142993965005692928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnjanaAgrawal6",28,TRUE,FALSE,NA,NA
"17","RT @tsheringtobgay: With Tashi, celebrating International Day of Yoga with some simple asanas. Many thanks to @nwccbhutan and Yoga Guru KVS…",FALSE,0,NA,2019-06-24 03:12:51,FALSE,NA,"1142993963617419265",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ayhknas_inum",1665,TRUE,FALSE,NA,NA
"18","RT @Santosh93053499: Children are future of the country.
With the inspiration from Sant Shri Asaram Bapu Ji, many Gurukuls were opened for…",FALSE,0,NA,2019-06-24 03:11:53,FALSE,NA,"1142993720574267392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ManishS22714943",28,TRUE,FALSE,NA,NA
"19","To celebrate International Yoga Day, we brought an abundance of inspiration and connection to our community and we… https://t.co/awVUTw4MEg",FALSE,1,NA,2019-06-24 03:11:00,TRUE,NA,"1142993496527130624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DMDSC",0,FALSE,FALSE,NA,NA
"20","RT @tsheringtobgay: With Tashi, celebrating International Day of Yoga with some simple asanas. Many thanks to @nwccbhutan and Yoga Guru KVS…",FALSE,0,NA,2019-06-24 03:09:33,FALSE,NA,"1142993132276969473",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Road_Engg",1665,TRUE,FALSE,NA,NA
"21","RT @Santosh93053499: Children are future of the country.
With the inspiration from Sant Shri Asaram Bapu Ji, many Gurukuls were opened for…",FALSE,0,NA,2019-06-24 03:09:15,FALSE,NA,"1142993060130906112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mamtapa30101976",28,TRUE,FALSE,NA,NA
"22","RT @Santosh93053499: Children are future of the country.
With the inspiration from Sant Shri Asaram Bapu Ji, many Gurukuls were opened for…",FALSE,0,NA,2019-06-24 03:09:11,FALSE,NA,"1142993040832749568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ashwani12085557",28,TRUE,FALSE,NA,NA
"23","RT @tsheringtobgay: With Tashi, celebrating International Day of Yoga with some simple asanas. Many thanks to @nwccbhutan and Yoga Guru KVS…",FALSE,0,NA,2019-06-24 03:08:41,FALSE,NA,"1142992916371034112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tharmaraj",1665,TRUE,FALSE,NA,NA
"24","@Pramod00184984 Children are future of the country.
With the inspiration from Sant Shri Asaram Bapu Ji, many Guruku… https://t.co/YUyTLK7Kc2",FALSE,0,"Pramod00184984",2019-06-24 03:04:53,TRUE,"1142981145098801154","1142991959784484865","988797305309614080","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Deepa_deepa_",0,FALSE,FALSE,NA,NA
"25","RT @Santosh93053499: Children are future of the country.
With the inspiration from Sant Shri Asaram Bapu Ji, many Gurukuls were opened for…",FALSE,0,NA,2019-06-24 03:04:26,FALSE,NA,"1142991844780855296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Anonymo7",28,TRUE,FALSE,NA,NA
"26","@Pramod00184984 Children are future of the country.
With the inspiration from Sant Shri Asaram Bapu Ji, many Guruku… https://t.co/FsPhcQoVdf",FALSE,0,"Pramod00184984",2019-06-24 03:03:45,TRUE,"1142981145098801154","1142991673254768640","988797305309614080","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Truth_speaker9",0,FALSE,FALSE,NA,NA
"27","RT @Santosh93053499: Children are future of the country.
With the inspiration from Sant Shri Asaram Bapu Ji, many Gurukuls were opened for…",FALSE,0,NA,2019-06-24 03:01:51,FALSE,NA,"1142991197553565697",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sachinbajaj1984",28,TRUE,FALSE,NA,NA
"28","RT @tsheringtobgay: With Tashi, celebrating International Day of Yoga with some simple asanas. Many thanks to @nwccbhutan and Yoga Guru KVS…",FALSE,0,NA,2019-06-24 03:01:48,FALSE,NA,"1142991184542879744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShankarP",1665,TRUE,FALSE,NA,NA
"29","@Mewalaldewanga5 @Shyam09831358 @bharat9om ""Children are future of the country.  With the inspiration from Sant Shr… https://t.co/4dxmmdK2Hx",FALSE,2,"Mewalaldewanga5",2019-06-24 03:00:43,TRUE,"1142982153824681984","1142990909174190080","1127010833689481217","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RpRamesh10",1,FALSE,FALSE,NA,NA
"30","Diabetes awareness activities on occasion of international yoga day at Bank of Baroda Zonal office Tonk Road Jaipur… https://t.co/eUHTVzyH9H",FALSE,0,NA,2019-06-24 03:00:33,TRUE,NA,"1142990868548186112",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sunildhand",0,FALSE,FALSE,NA,NA
"31","RT @Dhruba2019: Wishing a very 2 happy 5th international Yoga day to all of you . Dhruba and family https://t.co/4cteg97u3h",FALSE,0,NA,2019-06-24 03:00:07,FALSE,NA,"1142990760524038144",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lconpiphina",1,TRUE,FALSE,NA,NA
"32","RT @Monika88283718: @sharwanthapa2 Children are future of the country.
With the inspiration from Sant Shri Asaram Bapu Ji, many Gurukuls we…",FALSE,0,NA,2019-06-24 02:59:36,FALSE,NA,"1142990628415893504",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","shivamg8blr",4,TRUE,FALSE,NA,NA
"33","RT @vasudha777: Over Forty thousand people in 135 locations participated in the #InternationalDayofYoga celebrations organised by @AOLMum i…",FALSE,0,NA,2019-06-24 02:59:13,FALSE,NA,"1142990531930152961",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ruchawasthi",7,TRUE,FALSE,NA,NA
"34","RT @Santosh93053499: Children are future of the country.
With the inspiration from Sant Shri Asaram Bapu Ji, many Gurukuls were opened for…",FALSE,0,NA,2019-06-24 02:59:04,FALSE,NA,"1142990497033662466",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","apnavikas",28,TRUE,FALSE,NA,NA
"35","RT @sunita1210: @MUMBlr1 @AshramBlr @googleearth @abpnewshindi @HRDMinistry @DDNewsLive @BBCHindi @BBCWorld @airnewsalerts @ZeeNewsHindi @B…",FALSE,0,NA,2019-06-24 02:58:37,FALSE,NA,"1142990381279109120",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","shivamg8blr",2,TRUE,FALSE,NA,NA
"36","I missed international yoga day. But I don't need a special day to celebrate body movement, strength and health.… https://t.co/SoHFEVpx5j",FALSE,1,NA,2019-06-24 02:56:40,TRUE,NA,"1142989890570768384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WldHoney",0,FALSE,FALSE,NA,NA
"37","RT @saiinstitutechd: @saiinstitutechd <U+092E><U+0947><U+0902>  international yoga day <U+0915><U+0947> <U+0926><U+093F><U+0928> <U+0932><U+0917><U+0947> <U+092F><U+094B><U+0917> <U+0936><U+093F><U+0935><U+093F><U+0930> <U+0915><U+0947> <U+092C><U+093E><U+0926> <U+0909><U+0924><U+094D><U+0938><U+093E><U+0939><U+093F><U+0924> <U+092F><U+0941><U+0935><U+093E> <U+0905><U+092A><U+0928><U+093E> experience <U+0936><U+0947><U+092F><U+0930> <U+0915><U+0930><U+0924><U+0947> <U+0939><U+0941><U+090F> ,…",FALSE,0,NA,2019-06-24 02:55:06,FALSE,NA,"1142989495593103361",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DHIMANS51788685",14,TRUE,FALSE,NA,NA
"38","RT @Sunariwal_MLA: International yoga day “<U+0905><U+0928><U+0928><U+094D><U+0924><U+0915><U+093E><U+0932> <U+0938><U+0947> <U+092D><U+093E><U+0930><U+0924> <U+0915><U+0947> <U+090B><U+0937><U+093F><U+092F><U+094B><U+0902> <U+092E><U+0939><U+0930><U+094D><U+0937><U+093F><U+092F><U+094B><U+0902> <U+092F><U+094B><U+0917><U+093F><U+092F><U+094B><U+0902> <U+0928><U+0947> <U+0915><U+093E><U+0932> <U+092A><U+0930> <U+0935><U+093F><U+091C><U+092F> <U+092A><U+0930> <U+092A><U+094D><U+0930><U+093E><U+092A><U+094D><U+0924> <U+0915><U+0940> <U+092F><U+094B><U+0917> <U+0938><U+0947>, #YogaDay2019…",FALSE,0,NA,2019-06-24 02:54:21,FALSE,NA,"1142989307776401408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Zia00990482",26,TRUE,FALSE,NA,NA
"39","RT @BAPS: Celebration of International Day of Yoga, India https://t.co/lWLsXb4mka https://t.co/uTerJLWUK1",FALSE,0,NA,2019-06-24 02:53:19,FALSE,NA,"1142989049533095937",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DivineDarshanam",7,TRUE,FALSE,NA,NA
"40","RT @Sunariwal_MLA: International yoga day “<U+0905><U+0928><U+0928><U+094D><U+0924><U+0915><U+093E><U+0932> <U+0938><U+0947> <U+092D><U+093E><U+0930><U+0924> <U+0915><U+0947> <U+090B><U+0937><U+093F><U+092F><U+094B><U+0902> <U+092E><U+0939><U+0930><U+094D><U+0937><U+093F><U+092F><U+094B><U+0902> <U+092F><U+094B><U+0917><U+093F><U+092F><U+094B><U+0902> <U+0928><U+0947> <U+0915><U+093E><U+0932> <U+092A><U+0930> <U+0935><U+093F><U+091C><U+092F> <U+092A><U+0930> <U+092A><U+094D><U+0930><U+093E><U+092A><U+094D><U+0924> <U+0915><U+0940> <U+092F><U+094B><U+0917> <U+0938><U+0947>, #YogaDay2019…",FALSE,0,NA,2019-06-24 02:52:54,FALSE,NA,"1142988944067293184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","itsAnshuPatel",26,TRUE,FALSE,NA,NA
"41","RT @tsheringtobgay: With Tashi, celebrating International Day of Yoga with some simple asanas. Many thanks to @nwccbhutan and Yoga Guru KVS…",FALSE,0,NA,2019-06-24 02:52:36,FALSE,NA,"1142988869060747264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Priyanshugupta_",1665,TRUE,FALSE,NA,NA
"42","RT @kvujjain: Celebration of International Yoga Day-2019 https://t.co/U2P35YqInR",FALSE,0,NA,2019-06-24 02:51:50,FALSE,NA,"1142988676617494530",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FeilGregg",1,TRUE,FALSE,NA,NA
"43","International Yoga Day 2019: 5 Diseases That You Can Control With Yoga https://t.co/KiDAdnH6zu https://t.co/FJGOrfqDmf",FALSE,0,NA,2019-06-24 02:50:35,FALSE,NA,"1142988359549108225",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","91healthtips",0,FALSE,FALSE,NA,NA
"44","RT @IndiainIreland: Enthusiastic celebration of International Day of Yoga 2019 in Letterkenny, organised by Healing Flow Yoga, supported by…",FALSE,0,NA,2019-06-24 02:50:28,FALSE,NA,"1142988330784587777",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kavi_Anjana",629,TRUE,FALSE,NA,NA
"45","RT @indemtel: Ambassador Pavan Kapoor, Israeli actress Michal Yanai and Mr. Lior Shapira, Chairman of Tel Aviv City Council inaugurate the…",FALSE,0,NA,2019-06-24 02:50:07,FALSE,NA,"1142988244964933632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kavi_Anjana",855,TRUE,FALSE,NA,NA
"46","RT @amb_tashkent: Spreading the message of unison of Mind, body, souls and Universe in Uzbekistan- Embassy and LBS Cultural Centre celebrat…",FALSE,0,NA,2019-06-24 02:50:04,FALSE,NA,"1142988228783296512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kavi_Anjana",630,TRUE,FALSE,NA,NA
"47","WOW! #WIN a $20 #Etsy Shop Credit from the #Drawing Board Shop! Hand-painted &amp;amp; beautifully crafted #cards for a… https://t.co/eu1ozGNj4Q",FALSE,1,NA,2019-06-24 02:50:02,TRUE,NA,"1142988220960919552",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","leeper5p",0,FALSE,FALSE,NA,NA
"48","RT @GeM_India: Shri Piyush Goyal, Hon’ble Minister Commerce and Industry addressed the audience at Lodhi Garden, New Delhi on the Internati…",FALSE,0,NA,2019-06-24 02:49:39,FALSE,NA,"1142988126777856000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Deepadevi17",9,TRUE,FALSE,NA,NA
"49","Yoga Parva: Special program on International Yoga Day 2019 https://t.co/vKo5SzM59W https://t.co/2DRGexFHjB",FALSE,1,NA,2019-06-24 02:48:01,FALSE,NA,"1142987716449189888",NA,"<a href=""https://sortiwa.com/"" rel=""nofollow"">Sortiwa News</a>","Sortiwa",0,FALSE,FALSE,NA,NA
"50","RT @Santosh93053499: Children are future of the country.
With the inspiration from Sant Shri Asaram Bapu Ji, many Gurukuls were opened for…",FALSE,0,NA,2019-06-24 02:47:34,FALSE,NA,"1142987603378966528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maheshp09733828",28,TRUE,FALSE,NA,NA
"51","RT @NALCO_India: Mass Yoga by employees of Nalco on the occasion of 5th International Yoga day. @CMDNalco leads the morning yoga session #Y…",FALSE,0,NA,2019-06-24 02:46:52,FALSE,NA,"1142987426958233600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","siddharthadas68",37,TRUE,FALSE,NA,NA
"52","Celebration of International Yoga Day-2019 https://t.co/U2P35YqInR",FALSE,1,NA,2019-06-24 02:45:35,FALSE,NA,"1142987101975138305",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kvujjain",1,FALSE,FALSE,NA,NA
"53","RT @Santosh93053499: Children are future of the country.
With the inspiration from Sant Shri Asaram Bapu Ji, many Gurukuls were opened for…",FALSE,0,NA,2019-06-24 02:45:15,FALSE,NA,"1142987016633647104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jyotijo01302084",28,TRUE,FALSE,NA,NA
"54","Yoga for all and all for yoga: PM Modi on International Day of Yoga
https://t.co/hkHGev9uSD

via NaMo AppIn Kabadi… https://t.co/6EKmVI6VWn",FALSE,0,NA,2019-06-24 02:44:11,TRUE,NA,"1142986750022705152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iamdrrama",0,FALSE,FALSE,NA,NA
"55","RT @Santosh93053499: Children are future of the country.
With the inspiration from Sant Shri Asaram Bapu Ji, many Gurukuls were opened for…",FALSE,0,NA,2019-06-24 02:43:44,FALSE,NA,"1142986637405646848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","4vinod",28,TRUE,FALSE,NA,NA
"56","RT @Santosh93053499: Children are future of the country.
With the inspiration from Sant Shri Asaram Bapu Ji, many Gurukuls were opened for…",FALSE,0,NA,2019-06-24 02:42:51,FALSE,NA,"1142986415065710593",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nalini_om",28,TRUE,FALSE,NA,NA
"57","RT @tsheringtobgay: With Tashi, celebrating International Day of Yoga with some simple asanas. Many thanks to @nwccbhutan and Yoga Guru KVS…",FALSE,0,NA,2019-06-24 02:41:10,FALSE,NA,"1142985991960985600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SugarLeo22",1665,TRUE,FALSE,NA,NA
"58","RT @Santosh93053499: Children are future of the country.
With the inspiration from Sant Shri Asaram Bapu Ji, many Gurukuls were opened for…",FALSE,0,NA,2019-06-24 02:40:50,FALSE,NA,"1142985907701575680",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Dhananj07365145",28,TRUE,FALSE,NA,NA
"59","RT @tsheringtobgay: With Tashi, celebrating International Day of Yoga with some simple asanas. Many thanks to @nwccbhutan and Yoga Guru KVS…",FALSE,0,NA,2019-06-24 02:40:25,FALSE,NA,"1142985802646843392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amitsi",1665,TRUE,FALSE,NA,NA
"60","LIVE International Day of Yoga At Shantikunj Haridwar 21st June 2019 https://t.co/rg2y5Fhr2r https://t.co/PXZps0TXHX",FALSE,0,NA,2019-06-24 02:39:40,FALSE,NA,"1142985612670185472",NA,"<a href=""https://sortiwa.com/"" rel=""nofollow"">Sortiwa News</a>","Sortiwa",0,FALSE,FALSE,NA,NA
"61","@MUMBlr1 @AshramBlr @googleearth @abpnewshindi @HRDMinistry @DDNewsLive @BBCHindi @BBCWorld @airnewsalerts… https://t.co/yIc3eqfPdB",FALSE,2,"MUMBlr1",2019-06-24 02:38:01,TRUE,"1142966755133779970","1142985197358444545","701374765257216000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sunita1210",2,FALSE,FALSE,NA,NA
"62","Children are future of the country.
 With the inspiration from Sant Shri Asaram Bapu Ji, many Gurukuls were opened… https://t.co/oHOsCADipa",FALSE,0,NA,2019-06-24 02:37:19,TRUE,NA,"1142985021877293056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chander_hariom",0,FALSE,FALSE,NA,NA
"63","RT @Santosh93053499: Children are future of the country.
With the inspiration from Sant Shri Asaram Bapu Ji, many Gurukuls were opened for…",FALSE,0,NA,2019-06-24 02:37:05,FALSE,NA,"1142984963903541248",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Shweta0428",28,TRUE,FALSE,NA,NA
"64","@kiranrajdev Children are future of the country.
With the inspiration from Sant Shri Asaram Bapu Ji, many Gurukuls… https://t.co/Tu1f52WnVc",FALSE,1,"kiranrajdev",2019-06-24 02:37:01,TRUE,"1142981724252454912","1142984944840372224","748801181082742784","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sunita1210",1,FALSE,FALSE,NA,NA
"65","<U+092F><U+094B><U+0917> <U+0905><U+0928><U+0941><U+0936><U+093E><U+0938><U+0928> <U+0939><U+0948>, <U+0938><U+092E><U+0930><U+094D><U+092A><U+0923> <U+0939><U+0948><U+0902>, <U+092F><U+094B><U+0917> <U+0938><U+092C><U+0915><U+093E> <U+0939><U+0948> <U+0914><U+0930> <U+0938><U+092C> <U+092F><U+094B><U+0917> <U+0915><U+0947> <U+0939><U+0948><U+0902>: <U+092A><U+094D><U+0930><U+0927><U+093E><U+0928><U+092E><U+0902><U+0924><U+094D><U+0930><U+0940> <U+092E><U+094B><U+0926><U+0940>
https://t.co/6OzhSUhn3c via NaMo App https://t.co/MsdJfnKTjj",FALSE,0,NA,2019-06-24 02:36:39,FALSE,NA,"1142984855535230976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dev36719682",0,FALSE,FALSE,NA,NA
"66","RT @Santosh93053499: Children are future of the country.
With the inspiration from Sant Shri Asaram Bapu Ji, many Gurukuls were opened for…",FALSE,0,NA,2019-06-24 02:35:06,FALSE,NA,"1142984465544646657",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Babita92930722",28,TRUE,FALSE,NA,NA
"67","<U+092F><U+094B><U+0917> <U+0939><U+092E><U+0947><U+0936><U+093E> <U+0938><U+0947> <U+0939><U+092E><U+093E><U+0930><U+0940> <U+0938><U+0902><U+0938><U+094D><U+200D><U+0915><U+0943><U+0924><U+093F> <U+0915><U+093E> <U+0905><U+092D><U+093F><U+0928><U+094D><U+200D><U+0928> <U+0939><U+093F><U+0938><U+094D><U+200D><U+0938><U+093E> <U+0930><U+0939><U+093E> <U+0939><U+0948>: <U+092A><U+094D><U+0930><U+0927><U+093E><U+0928><U+092E><U+0902><U+0924><U+094D><U+0930><U+0940> <U+092E><U+094B><U+0926><U+0940>
https://t.co/s18rmSqyDE via NaMo App https://t.co/r2urwkKAHm",FALSE,0,NA,2019-06-24 02:35:06,FALSE,NA,"1142984462419935232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dev36719682",0,FALSE,FALSE,NA,NA
"68","RT @AnBiPGARSfwXjbv: We need to practice true worship to keep tha body health.
INTERNATIONAL YOGA DAY",FALSE,0,NA,2019-06-24 02:34:54,FALSE,NA,"1142984415556993024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Niranja89876622",8,TRUE,FALSE,NA,NA
"69","RT @Santosh93053499: Children are future of the country.
With the inspiration from Sant Shri Asaram Bapu Ji, many Gurukuls were opened for…",FALSE,0,NA,2019-06-24 02:34:43,FALSE,NA,"1142984366370328576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sunita1210",28,TRUE,FALSE,NA,NA
"70","Delhi bikers celebrated #InternationalDayofYoga and #WorldMotorcycleDay with a novel concept - yoga on the bike… https://t.co/r4xBAgG1JS",FALSE,0,NA,2019-06-24 02:33:45,TRUE,NA,"1142984125386641408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DelhiTimesTweet",0,FALSE,FALSE,NA,NA
"71","RT @SadhguruJV: The significance of #Yoga &amp; International Day of Yoga is that it's a scientific method to obliterate the boundaries of one'…",FALSE,0,NA,2019-06-24 02:33:39,FALSE,NA,"1142984099730055168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","karthikkp_ind",1187,TRUE,FALSE,NA,NA
